N,x,h1,h2,h3,h4,h5
306, 795.557129, 11.543698, 5.044305, 3.686223, 13.289804, 11.446692
307, 798.156982, 12.998786, 5.238317, 3.686223, 14.647886, 9.409569
308, 800.756836, 14.356868, 5.917358, 4.268258, 17.946085, 7.857475
309, 803.356750, 15.423933, 7.372446, 5.335323, 21.826321, 7.081428
310, 805.956604, 16.005968, 9.118551, 6.596399, 25.027514, 7.275440
311, 808.556458, 15.520939, 10.670646, 7.857475, 27.258648, 7.857475
312, 811.156311, 14.162856, 11.834716, 8.924540, 28.713736, 8.536516
313, 813.756165, 12.222739, 12.513757, 9.603580, 29.877808, 8.342505
314, 816.356018, 10.670646, 12.998786, 9.603580, 30.362837, 7.954481
315, 818.955872, 9.894598, 13.483815, 9.118551, 29.295773, 7.469452
316, 821.555725, 9.215557, 13.677827, 8.342505, 27.064636, 6.887416
317, 824.155579, 8.148493, 13.871839, 7.857475, 23.766438, 5.529335
318, 826.755493, 6.596399, 13.192798, 6.887416, 20.953268, 3.880235
319, 829.355347, 5.238317, 12.416751, 6.402387, 18.237103, 3.298199
320, 831.955200, 4.462270, 11.446692, 6.402387, 16.588003, 4.171252
321, 834.555054, 4.462270, 10.379628, 7.178434, 14.841898, 5.432329
322, 837.154907, 5.238317, 9.506575, 8.439510, 13.386809, 6.305381
323, 839.754761, 6.305381, 9.894598, 9.312563, 11.834716, 6.499393
324, 842.354614, 7.081428, 11.446692, 9.409569, 10.476634, 6.790411
325, 844.954468, 7.857475, 13.483815, 9.021545, 9.409569, 7.372446
326, 847.554321, 8.439510, 14.647886, 7.954481, 8.827534, 7.954481
327, 850.154175, 9.118551, 15.035910, 7.178434, 8.051487, 8.051487
328, 852.754089, 9.409569, 14.550880, 6.499393, 7.469452, 7.469452
329, 855.353943, 9.797592, 13.968844, 6.499393, 6.790411, 6.596399
330, 857.953796, 9.894598, 13.289804, 7.081428, 6.596399, 5.820352
331, 860.553650, 9.603580, 12.707768, 8.245499, 6.402387, 4.947299
332, 863.153503, 9.021545, 11.834716, 9.991604, 6.790411, 4.462270
333, 865.753357, 7.954481, 10.476634, 11.446692, 7.178434, 4.074246
334, 868.353210, 6.790411, 8.730528, 11.737710, 7.469452, 4.074246
335, 870.953064, 5.820352, 6.887416, 10.767652, 7.469452, 4.462270
336, 873.552917, 5.044305, 5.432329, 9.215557, 7.469452, 5.141311
337, 876.152832, 4.462270, 4.462270, 7.469452, 7.857475, 6.111370
338, 878.752686, 3.589217, 4.074246, 5.626340, 8.342505, 7.081428
339, 881.352539, 2.910176, 3.492211, 3.880235, 8.730528, 8.245499
340, 883.952393, 2.328141, 3.104188, 2.425147, 8.633522, 9.215557
341, 886.552246, 2.134129, 2.522152, 1.552094, 8.439510, 10.185616
342, 889.152100, 2.716164, 2.231135, 1.067065, 8.439510, 10.476634
343, 891.751953, 3.492211, 2.037123, 0.970059, 8.245499, 10.573640
344, 894.351807, 4.947299, 2.231135, 1.261076, 7.857475, 10.282621
345, 896.951660, 5.917358, 2.522152, 1.455088, 6.887416, 9.797592
346, 899.551514, 7.372446, 3.007182, 1.552094, 6.402387, 9.118551
347, 902.151428, 8.342505, 3.298199, 2.134129, 5.335323, 8.051487
348, 904.751282, 9.409569, 3.880235, 3.007182, 4.171252, 6.887416
349, 907.351135, 9.700586, 4.365264, 4.171252, 3.007182, 5.529335
350, 909.950989, 9.894598, 5.141311, 5.238317, 2.328141, 4.656281
351, 912.550842, 9.894598, 5.626340, 6.208375, 2.037123, 3.589217
352, 915.150696, 9.797592, 6.499393, 7.469452, 1.164070, 2.910176
353, 917.750549, 9.021545, 7.081428, 8.536516, 0.485029, 2.134129
354, 920.350403, 7.857475, 7.469452, 9.797592, 0.000000, 1.746106
355, 922.950256, 6.111370, 7.469452, 11.155675, 0.000000, 1.843112
356, 925.550171, 5.044305, 7.566458, 12.610763, 0.000000, 2.134129
357, 928.150024, 4.268258, 7.469452, 14.259862, 0.000000, 2.619159
358, 930.749878, 4.171252, 7.372446, 15.811956, 0.388023, 2.910176
359, 933.349731, 4.074246, 7.275440, 16.588003, 0.679041, 3.298199
360, 935.949585, 3.589217, 6.984422, 15.811956, 1.164070, 3.492211
361, 938.549438, 2.813170, 6.208375, 13.677827, 1.843112, 3.201194
362, 941.149292, 2.037123, 5.335323, 11.446692, 3.492211, 3.395205
363, 943.749146, 1.649100, 4.656281, 9.603580, 4.947299, 3.977241
364, 946.348999, 1.455088, 4.462270, 8.439510, 5.238317, 4.656281
365, 948.948853, 1.261076, 4.365264, 7.469452, 4.656281, 4.171252
366, 951.548767, 1.649100, 4.559276, 6.111370, 4.074246, 3.298199
367, 954.148621, 2.716164, 4.753287, 4.947299, 3.977241, 3.007182
368, 956.748474, 4.462270, 5.238317, 3.492211, 3.977241, 3.880235
369, 959.348328, 6.014364, 5.529335, 2.716164, 3.977241, 4.559276
370, 961.948181, 8.051487, 6.305381, 2.328141, 3.977241, 4.656281
371, 964.548035, 10.282621, 7.178434, 2.522152, 4.074246, 4.462270
372, 967.147888, 13.386809, 8.439510, 2.910176, 4.171252, 4.268258
373, 969.747742, 16.685009, 9.991604, 3.298199, 4.268258, 3.880235
374, 972.347595, 20.080214, 11.543698, 3.880235, 4.268258, 3.492211
375, 974.947510, 22.311350, 12.901780, 4.268258, 4.559276, 3.589217
376, 977.547363, 23.378414, 13.677827, 4.753287, 5.238317, 4.656281
377, 980.147217, 23.184402, 14.744892, 5.044305, 5.723346, 6.402387
378, 982.747070, 22.214344, 15.908962, 5.820352, 5.723346, 8.148493
379, 985.346924, 21.244286, 16.879021, 6.790411, 5.238317, 9.603580
380, 987.946777, 20.274225, 17.073032, 8.730528, 4.947299, 10.379628
381, 990.546631, 19.110155, 16.782015, 10.476634, 4.656281, 10.961663
382, 993.146484, 17.558062, 16.588003, 12.028728, 4.171252, 10.767652
383, 995.746338, 15.811956, 16.393991, 12.804774, 3.686223, 10.185616
384, 998.346191, 13.774833, 16.005968, 12.804774, 3.201194, 9.409569
385, 1000.946106, 11.640704, 15.520939, 11.834716, 3.007182, 8.245499
386, 1003.545959, 9.700586, 14.744892, 10.282621, 2.716164, 6.790411
387, 1006.145813, 8.342505, 13.483815, 8.633522, 2.716164, 5.335323
388, 1008.745667, 6.887416, 11.737710, 6.499393, 2.910176, 4.171252
389, 1011.345520, 5.529335, 9.797592, 4.171252, 3.104188, 3.201194
390, 1013.945374, 3.977241, 8.148493, 2.037123, 3.589217, 2.328141
391, 1016.545227, 3.589217, 6.305381, 0.776047, 3.880235, 1.649100
392, 1019.145081, 3.783229, 4.268258, 0.679041, 4.074246, 1.358082
393, 1021.744934, 4.268258, 2.522152, 1.164070, 4.074246, 1.358082
394, 1024.344849, 5.044305, 1.552094, 1.843112, 4.074246, 1.358082
395, 1026.944702, 5.820352, 1.261076, 2.813170, 4.074246, 1.649100
396, 1029.544556, 7.275440, 1.164070, 3.686223, 3.589217, 2.134129
397, 1032.144409, 8.051487, 1.261076, 4.753287, 2.813170, 2.716164
398, 1034.744263, 8.730528, 1.843112, 4.850293, 2.037123, 3.201194
399, 1037.344116, 9.118551, 2.910176, 4.753287, 1.552094, 3.201194
400, 1039.943970, 9.409569, 4.559276, 4.074246, 1.067065, 2.619159
401, 1042.543823, 9.603580, 6.499393, 3.880235, 0.582035, 2.037123
402, 1045.143677, 10.088610, 8.148493, 3.880235, 0.097006, 1.746106
403, 1047.743530, 10.573640, 9.312563, 4.074246, 0.000000, 1.649100
404, 1050.343384, 10.961663, 9.894598, 4.074246, 0.000000, 2.037123
405, 1052.943237, 10.961663, 10.185616, 3.783229, 0.000000, 2.134129
406, 1055.543091, 10.961663, 10.185616, 3.201194, 0.000000, 2.910176
407, 1058.142944, 10.961663, 9.409569, 2.716164, 0.485029, 3.298199
408, 1060.742920, 11.058669, 8.148493, 2.037123, 1.455088, 4.074246
409, 1063.342773, 10.961663, 6.499393, 1.552094, 2.522152, 3.395205
410, 1065.942627, 10.476634, 4.656281, 1.358082, 3.298199, 2.522152
411, 1068.542480, 9.215557, 3.201194, 1.358082, 3.686223, 1.261076
412, 1071.142334, 7.372446, 2.328141, 1.358082, 3.977241, 0.970059
413, 1073.742188, 5.238317, 2.134129, 1.358082, 3.977241, 0.970059
414, 1076.342041, 3.686223, 2.134129, 1.358082, 3.977241, 1.164070
415, 1078.941895, 3.201194, 2.134129, 1.358082, 4.074246, 0.873053
416, 1081.541748, 3.686223, 2.134129, 1.649100, 4.850293, 0.873053
417, 1084.141602, 4.656281, 2.716164, 2.619159, 6.305381, 1.649100
418, 1086.741455, 5.432329, 3.298199, 4.268258, 9.021545, 3.007182
419, 1089.341309, 5.723346, 3.977241, 6.790411, 13.095792, 5.044305
420, 1091.941162, 5.723346, 3.977241, 9.506575, 19.498178, 8.439510
421, 1094.541016, 5.820352, 3.977241, 12.610763, 27.743677, 13.580821
422, 1097.140869, 6.111370, 3.298199, 15.035910, 36.959236, 20.662249
423, 1099.740723, 6.208375, 2.716164, 17.170038, 45.107727, 27.937689
424, 1102.340576, 5.626340, 2.134129, 18.334108, 51.025085, 34.534088
425, 1104.940430, 3.977241, 2.522152, 19.304167, 54.032269, 38.996357
426, 1107.540283, 2.134129, 2.910176, 19.789196, 54.614304, 42.100548
427, 1110.140259, 0.776047, 3.104188, 19.789196, 52.965202, 43.846653
428, 1112.740112, 0.097006, 2.716164, 19.304167, 49.861015, 44.622700
429, 1115.339966, 0.000000, 2.134129, 18.431114, 45.883774, 44.331680
430, 1117.939819, 0.000000, 1.746106, 17.364050, 41.615517, 42.973598
431, 1120.539673, 0.000000, 1.552094, 16.005968, 37.250252, 40.548450
432, 1123.139526, 0.000000, 1.552094, 14.453874, 33.273014, 36.959236
433, 1125.739380, 0.000000, 1.455088, 12.610763, 29.198767, 32.787983
434, 1128.339233, 0.388023, 1.358082, 10.573640, 25.124519, 28.228706
435, 1130.939087, 0.970059, 1.358082, 8.827534, 20.468237, 23.572426
436, 1133.538940, 2.231135, 1.649100, 7.469452, 16.005968, 18.625126
437, 1136.138794, 3.977241, 2.619159, 6.887416, 11.834716, 14.065850
438, 1138.738647, 7.178434, 4.268258, 5.820352, 8.633522, 10.282621
439, 1141.338501, 11.058669, 6.984422, 5.044305, 6.208375, 7.954481
440, 1143.938354, 15.326927, 10.476634, 4.462270, 3.977241, 6.014364
441, 1146.538208, 19.498178, 14.453874, 3.880235, 2.231135, 4.850293
442, 1149.138062, 22.990391, 18.722132, 3.783229, 1.261076, 3.395205
443, 1151.737915, 26.288589, 22.408356, 4.559276, 1.552094, 2.716164
444, 1154.337769, 28.519724, 25.124519, 6.693405, 2.037123, 2.134129
445, 1156.937622, 29.198767, 26.094578, 9.021545, 3.298199, 2.328141
446, 1159.537598, 27.549665, 25.221525, 10.573640, 4.753287, 2.231135
447, 1162.137451, 23.863443, 22.020332, 12.028728, 6.499393, 2.037123
448, 1164.737305, 18.916143, 18.625126, 12.610763, 6.984422, 1.261076
449, 1167.337158, 13.289804, 14.841898, 12.707768, 6.984422, 0.776047
450, 1169.937012, 8.536516, 11.349687, 11.834716, 6.111370, 0.582035
451, 1172.536865, 5.723346, 6.596399, 10.185616, 5.044305, 0.970059
452, 1175.136719, 6.111370, 3.395205, 8.051487, 3.880235, 1.358082
453, 1177.736572, 6.693405, 1.940117, 6.014364, 3.007182, 1.746106
454, 1180.336426, 7.178434, 2.522152, 4.462270, 2.813170, 1.746106
455, 1182.936279, 6.111370, 2.619159, 3.880235, 2.231135, 1.746106
456, 1185.536133, 5.141311, 2.425147, 3.298199, 2.134129, 1.649100
457, 1188.135986, 4.365264, 2.619159, 3.007182, 2.522152, 1.843112
458, 1190.735840, 4.074246, 3.880235, 2.522152, 3.492211, 2.619159
459, 1193.335693, 4.171252, 4.947299, 2.522152, 4.268258, 3.298199
460, 1195.935547, 3.880235, 5.238317, 3.007182, 4.462270, 3.977241
461, 1198.535400, 3.201194, 4.850293, 3.492211, 4.268258, 3.298199
462, 1201.135254, 2.328141, 5.044305, 3.686223, 4.074246, 2.716164
463, 1203.735107, 2.037123, 5.238317, 3.492211, 3.686223, 2.328141
464, 1206.334961, 2.134129, 5.723346, 3.298199, 3.104188, 2.328141
465, 1208.934937, 2.716164, 5.723346, 3.492211, 2.328141, 1.843112
466, 1211.534790, 3.298199, 5.529335, 3.783229, 1.552094, 1.067065
467, 1214.134644, 3.880235, 5.238317, 4.074246, 1.261076, 0.485029
468, 1216.734497, 4.171252, 5.044305, 4.171252, 1.164070, 0.388023
469, 1219.334351, 4.171252, 5.529335, 4.268258, 1.358082, 0.485029
470, 1221.934204, 4.171252, 5.917358, 4.850293, 1.358082, 1.164070
471, 1224.534058, 4.171252, 5.917358, 5.529335, 1.552094, 2.134129
472, 1227.133911, 4.074246, 5.141311, 6.305381, 1.843112, 2.716164
473, 1229.733765, 4.074246, 4.171252, 7.081428, 2.619159, 2.716164
474, 1232.333618, 3.977241, 3.686223, 7.760469, 3.298199, 2.813170
475, 1234.933472, 3.492211, 3.201194, 8.245499, 3.977241, 3.589217
476, 1237.533325, 3.104188, 2.619159, 8.245499, 3.977241, 4.462270
477, 1240.133179, 2.522152, 1.940117, 8.051487, 4.074246, 4.947299
478, 1242.733032, 2.522152, 1.552094, 7.857475, 4.268258, 4.947299
479, 1245.332886, 2.328141, 1.649100, 7.857475, 4.462270, 5.238317
480, 1247.932739, 2.522152, 1.649100, 7.469452, 4.462270, 5.820352
481, 1250.532593, 2.522152, 1.746106, 7.178434, 4.462270, 6.014364
482, 1253.132446, 2.716164, 1.649100, 6.790411, 4.462270, 5.820352
483, 1255.732300, 2.522152, 1.746106, 6.790411, 4.462270, 5.044305
484, 1258.332275, 2.328141, 2.425147, 7.275440, 4.462270, 4.559276
485, 1260.932129, 2.134129, 3.395205, 8.051487, 4.365264, 3.977241
486, 1263.531982, 2.134129, 4.171252, 9.215557, 4.559276, 3.686223
487, 1266.131836, 2.134129, 3.492211, 10.379628, 4.753287, 3.201194
488, 1268.731689, 2.134129, 3.104188, 11.252681, 5.044305, 3.201194
489, 1271.331543, 2.522152, 3.880235, 11.640704, 4.947299, 3.783229
490, 1273.931396, 2.910176, 5.917358, 11.349687, 4.656281, 4.462270
491, 1276.531250, 3.492211, 7.760469, 10.573640, 4.074246, 5.432329
492, 1279.131104, 3.298199, 9.118551, 9.506575, 3.395205, 6.014364
493, 1281.730957, 3.201194, 10.282621, 8.439510, 2.619159, 6.499393
494, 1284.330811, 2.813170, 12.028728, 7.372446, 2.037123, 6.596399
495, 1286.930664, 3.298199, 13.774833, 6.596399, 1.746106, 6.305381
496, 1289.530518, 3.977241, 15.520939, 5.723346, 2.134129, 6.111370
497, 1292.130371, 5.238317, 16.588003, 4.753287, 2.231135, 5.723346
498, 1294.730225, 6.111370, 16.685009, 3.589217, 2.425147, 5.432329
499, 1297.330078, 6.596399, 16.102974, 2.619159, 2.425147, 5.141311
500, 1299.929932, 6.014364, 15.229921, 1.940117, 2.619159, 5.044305
501, 1302.529785, 5.529335, 14.550880, 1.552094, 3.104188, 4.753287
502, 1305.129639, 5.044305, 14.065850, 1.358082, 3.492211, 4.462270
503, 1307.729614, 4.947299, 13.677827, 1.455088, 3.977241, 4.171252
504, 1310.329468, 4.171252, 12.998786, 1.940117, 3.977241, 4.074246
505, 1312.929321, 3.880235, 12.125733, 2.910176, 3.589217, 3.589217
506, 1315.529175, 3.686223, 11.155675, 4.171252, 2.910176, 2.910176
507, 1318.129028, 4.171252, 10.476634, 5.141311, 2.134129, 2.328141
508, 1320.728882, 4.365264, 10.088610, 6.014364, 1.843112, 2.716164
509, 1323.328735, 4.753287, 9.603580, 6.305381, 2.425147, 3.783229
510, 1325.928589, 5.335323, 9.312563, 6.984422, 3.395205, 4.947299
511, 1328.528442, 5.529335, 8.633522, 7.566458, 4.462270, 5.238317
512, 1331.128296, 5.820352, 8.051487, 7.857475, 4.656281, 5.044305
513, 1333.728149, 5.723346, 7.275440, 7.469452, 4.559276, 4.462270
514, 1336.328003, 5.238317, 6.305381, 6.887416, 4.462270, 3.783229
515, 1338.927856, 4.656281, 5.335323, 6.305381, 4.171252, 3.104188
516, 1341.527710, 3.492211, 4.462270, 5.723346, 3.492211, 2.328141
517, 1344.127563, 2.716164, 3.880235, 5.238317, 2.037123, 2.231135
518, 1346.727417, 2.134129, 3.298199, 4.656281, 1.067065, 2.328141
519, 1349.327271, 2.716164, 2.716164, 4.462270, 1.261076, 2.716164
520, 1351.927124, 3.298199, 2.328141, 4.171252, 2.716164, 2.619159
521, 1354.526978, 3.298199, 2.134129, 4.268258, 4.656281, 2.328141
522, 1357.126953, 2.716164, 2.134129, 4.268258, 6.984422, 2.134129
523, 1359.726807, 2.522152, 2.134129, 4.171252, 9.021545, 1.649100
524, 1362.326660, 3.201194, 2.328141, 4.074246, 10.282621, 1.455088
525, 1364.926514, 3.880235, 2.716164, 3.977241, 9.506575, 1.649100
526, 1367.526367, 4.462270, 3.395205, 3.686223, 7.760469, 3.007182
527, 1370.126221, 4.753287, 4.462270, 3.492211, 7.469452, 4.656281
528, 1372.726074, 5.335323, 5.335323, 3.298199, 8.536516, 5.723346
529, 1375.325928, 5.723346, 6.111370, 3.298199, 8.730528, 6.014364
530, 1377.925781, 6.208375, 6.402387, 3.298199, 6.499393, 5.529335
531, 1380.525635, 6.111370, 6.305381, 3.395205, 3.201194, 5.141311
532, 1383.125488, 5.335323, 5.820352, 4.171252, 1.843112, 5.432329
533, 1385.725342, 3.589217, 4.656281, 6.111370, 3.201194, 6.111370
534, 1388.325195, 1.746106, 3.395205, 9.409569, 5.432329, 6.790411
535, 1390.925049, 0.388023, 2.231135, 12.319745, 6.499393, 7.469452
536, 1393.524902, 0.000000, 1.746106, 14.938904, 6.596399, 8.051487
537, 1396.124756, 0.000000, 1.746106, 16.782015, 8.342505, 8.245499
538, 1398.724609, 0.000000, 1.649100, 18.916143, 11.058669, 7.566458
539, 1401.324463, 0.097006, 1.746106, 20.371231, 13.289804, 6.402387
540, 1403.924316, 0.582035, 1.843112, 20.565243, 13.095792, 5.335323
541, 1406.524292, 1.261076, 2.037123, 19.110155, 12.416751, 4.462270
542, 1409.124146, 2.231135, 1.746106, 16.199980, 11.931722, 3.686223
543, 1411.723999, 3.492211, 1.455088, 12.901780, 11.543698, 2.813170
544, 1414.323853, 4.947299, 1.358082, 9.118551, 10.864657, 1.552094
545, 1416.923706, 6.014364, 1.358082, 5.626340, 9.118551, 0.970059
546, 1419.523560, 6.499393, 1.358082, 2.522152, 7.469452, 1.164070
547, 1422.123413, 6.499393, 1.358082, 1.164070, 6.014364, 2.425147
548, 1424.723267, 6.111370, 1.358082, 0.582035, 5.335323, 4.462270
549, 1427.323120, 5.723346, 1.358082, 0.679041, 5.529335, 6.887416
550, 1429.922974, 5.044305, 1.552094, 0.679041, 5.626340, 8.924540
551, 1432.522827, 4.850293, 1.843112, 1.067065, 5.917358, 9.700586
552, 1435.122681, 5.238317, 2.522152, 2.134129, 5.820352, 9.312563
553, 1437.722534, 6.111370, 3.201194, 4.171252, 6.208375, 8.051487
554, 1440.322388, 7.081428, 3.880235, 6.790411, 6.111370, 7.081428
555, 1442.922241, 7.663464, 4.171252, 8.924540, 5.723346, 5.820352
556, 1445.522095, 8.148493, 4.171252, 10.282621, 5.238317, 4.268258
557, 1448.121948, 8.245499, 4.171252, 11.058669, 4.947299, 2.522152
558, 1450.721802, 8.245499, 4.462270, 12.028728, 4.656281, 2.134129
559, 1453.321655, 7.954481, 4.656281, 12.804774, 4.365264, 2.619159
560, 1455.921631, 7.372446, 4.656281, 12.804774, 3.880235, 2.813170
561, 1458.521484, 6.596399, 4.365264, 11.349687, 3.686223, 1.940117
562, 1461.121338, 5.529335, 3.395205, 9.021545, 3.395205, 1.164070
563, 1463.721191, 4.656281, 2.619159, 6.499393, 3.589217, 1.649100
564, 1466.321045, 3.880235, 1.746106, 5.044305, 3.783229, 3.395205
565, 1468.920898, 3.395205, 1.067065, 3.783229, 3.977241, 5.432329
566, 1471.520752, 3.589217, 0.388023, 3.007182, 4.074246, 7.081428
567, 1474.120605, 4.074246, 0.291018, 2.328141, 3.977241, 8.536516
568, 1476.720459, 4.947299, 0.679041, 2.716164, 3.977241, 9.797592
569, 1479.320313, 4.656281, 1.067065, 3.104188, 3.686223, 10.864657
570, 1481.920166, 4.462270, 1.164070, 3.492211, 3.783229, 11.543698
571, 1484.520020, 3.977241, 1.455088, 3.298199, 4.171252, 12.222739
572, 1487.119873, 4.753287, 2.425147, 3.492211, 4.753287, 12.707768
573, 1489.719727, 4.753287, 4.074246, 3.880235, 5.044305, 13.289804
574, 1492.319580, 5.238317, 6.305381, 4.947299, 5.626340, 13.580821
575, 1494.919434, 5.335323, 8.633522, 6.984422, 7.275440, 14.259862
576, 1497.519287, 6.305381, 11.058669, 10.282621, 10.282621, 14.744892
577, 1500.119141, 7.178434, 13.774833, 13.871839, 14.162856, 15.423933
578, 1502.718994, 8.342505, 16.490997, 16.782015, 17.558062, 15.811956
579, 1505.318970, 9.021545, 18.431114, 18.237103, 19.401173, 16.005968
580, 1507.918823, 9.894598, 19.498178, 18.431114, 19.304167, 15.035910
581, 1510.518677, 10.864657, 19.983208, 17.558062, 17.655067, 13.095792
582, 1513.118530, 12.610763, 21.050274, 16.102974, 15.326927, 10.670646
583, 1515.718384, 14.550880, 22.796379, 14.162856, 13.095792, 8.633522
584, 1518.318237, 16.685009, 25.027514, 12.513757, 11.252681, 7.275440
585, 1520.918091, 18.722132, 27.549665, 10.864657, 9.409569, 6.596399
586, 1523.517944, 20.565243, 30.653854, 9.215557, 7.857475, 5.917358
587, 1526.117798, 22.311350, 34.728100, 7.760469, 6.790411, 5.238317
588, 1528.717651, 24.348473, 38.511330, 6.402387, 6.014364, 4.559276
589, 1531.317505, 26.579607, 41.712524, 5.335323, 5.238317, 4.171252
590, 1533.917358, 28.907747, 43.749645, 4.462270, 4.656281, 4.074246
591, 1536.517212, 30.847866, 44.816711, 4.171252, 4.365264, 3.298199
592, 1539.117065, 32.884987, 44.719704, 4.171252, 4.171252, 2.716164
593, 1541.716919, 34.340076, 43.070606, 4.462270, 3.880235, 2.134129
594, 1544.316772, 35.019119, 40.160427, 4.753287, 3.104188, 2.134129
595, 1546.916626, 34.340076, 35.795166, 5.044305, 2.328141, 2.134129
596, 1549.516479, 32.884987, 30.750860, 5.335323, 1.552094, 2.134129
597, 1552.116333, 30.847866, 25.803560, 5.820352, 1.164070, 2.328141
598, 1554.716309, 28.519724, 21.826321, 6.596399, 1.746106, 2.716164
599, 1557.316162, 25.124519, 18.431114, 7.081428, 3.395205, 3.298199
600, 1559.916016, 21.050274, 15.132915, 7.469452, 6.208375, 3.783229
601, 1562.515869, 17.267044, 12.416751, 7.954481, 8.439510, 4.171252
602, 1565.115723, 14.744892, 10.864657, 8.439510, 9.215557, 4.268258
603, 1567.715576, 13.871839, 10.573640, 9.409569, 8.730528, 4.559276
604, 1570.315430, 14.550880, 10.767652, 10.088610, 8.439510, 4.656281
605, 1572.915283, 16.296986, 11.058669, 10.767652, 8.924540, 4.656281
606, 1575.515137, 18.528120, 11.155675, 10.573640, 9.894598, 4.365264
607, 1578.114990, 20.565243, 11.252681, 10.088610, 10.379628, 4.074246
608, 1580.714844, 22.214344, 11.058669, 9.409569, 10.573640, 4.074246
609, 1583.314697, 23.572426, 10.476634, 8.924540, 10.185616, 3.880235
610, 1585.914551, 24.348473, 9.506575, 8.051487, 9.700586, 3.395205
611, 1588.514404, 24.251467, 8.439510, 6.596399, 8.536516, 3.104188
612, 1591.114258, 23.087397, 7.178434, 5.044305, 6.887416, 2.910176
613, 1593.714111, 20.953268, 6.014364, 3.880235, 5.335323, 3.104188
614, 1596.313965, 18.528120, 4.947299, 3.104188, 4.365264, 3.104188
615, 1598.913818, 16.102974, 3.880235, 2.425147, 3.977241, 3.298199
616, 1601.513672, 13.968844, 3.007182, 1.843112, 4.074246, 3.298199
617, 1604.113647, 12.222739, 2.328141, 1.649100, 4.559276, 3.104188
618, 1606.713501, 10.767652, 2.037123, 1.455088, 5.141311, 2.910176
619, 1609.313354, 9.506575, 1.940117, 1.261076, 5.529335, 2.716164
620, 1611.913208, 8.633522, 1.746106, 0.970059, 5.044305, 3.104188
621, 1614.513062, 7.954481, 1.746106, 1.067065, 4.559276, 3.492211
622, 1617.112915, 7.663464, 1.843112, 1.358082, 3.783229, 3.977241
623, 1619.712769, 7.275440, 2.425147, 1.649100, 3.492211, 3.977241
624, 1622.312622, 7.081428, 3.201194, 2.037123, 3.589217, 3.977241
625, 1624.912476, 6.984422, 3.880235, 2.910176, 4.462270, 3.977241
626, 1627.512329, 7.081428, 4.171252, 4.268258, 5.432329, 4.074246
627, 1630.112183, 7.081428, 4.171252, 5.529335, 6.305381, 4.074246
628, 1632.712036, 7.178434, 4.171252, 6.305381, 7.275440, 4.268258
629, 1635.311890, 6.693405, 4.074246, 6.887416, 8.827534, 4.753287
630, 1637.911743, 6.014364, 4.365264, 7.469452, 10.961663, 5.626340
631, 1640.511597, 5.335323, 4.656281, 8.245499, 13.095792, 6.596399
632, 1643.111450, 4.656281, 4.850293, 8.730528, 14.162856, 7.469452
633, 1645.711304, 4.365264, 4.559276, 8.924540, 13.774833, 7.954481
