N,x,h1,h2,h3,h4,h5
634, 1648.311157, 4.074246, 4.365264, 8.245499, 11.737710, 8.342505
635, 1650.911011, 3.977241, 4.656281, 7.275440, 9.409569, 8.051487
636, 1653.510986, 4.074246, 5.238317, 5.917358, 6.790411, 7.469452
637, 1656.110840, 4.171252, 6.014364, 4.656281, 4.656281, 6.402387
638, 1658.710693, 4.365264, 7.275440, 3.686223, 2.910176, 5.141311
639, 1661.310547, 4.850293, 9.991604, 3.298199, 2.037123, 3.395205
640, 1663.910400, 5.820352, 14.162856, 3.880235, 1.940117, 1.746106
641, 1666.510254, 7.081428, 18.625126, 4.462270, 2.134129, 0.388023
642, 1669.110107, 8.148493, 21.535303, 5.432329, 2.231135, 0.582035
643, 1671.709961, 8.439510, 21.535303, 5.917358, 2.134129, 1.164070
644, 1674.309814, 8.148493, 19.498178, 6.984422, 2.522152, 1.649100
645, 1676.909668, 7.469452, 18.722132, 7.275440, 2.910176, 1.746106
646, 1679.509521, 6.887416, 17.655067, 7.663464, 3.395205, 3.298199
647, 1682.109375, 5.917358, 16.199980, 7.372446, 3.395205, 5.723346
648, 1684.709229, 5.141311, 9.991604, 8.148493, 3.492211, 8.827534
649, 1687.309082, 4.365264, 4.850293, 9.021545, 3.686223, 11.058669
650, 1689.908936, 4.559276, 1.358082, 10.185616, 4.171252, 13.095792
651, 1692.508789, 4.462270, 1.455088, 9.991604, 4.656281, 15.132915
652, 1695.108643, 4.753287, 2.134129, 8.633522, 4.947299, 17.461056
653, 1697.708496, 5.141311, 3.007182, 6.305381, 4.947299, 19.401173
654, 1700.308350, 6.499393, 3.783229, 4.268258, 5.335323, 21.147280
655, 1702.908325, 8.536516, 4.947299, 3.783229, 5.626340, 22.020332
656, 1705.508179, 12.028728, 5.723346, 4.559276, 5.917358, 21.826321
657, 1708.108032, 15.811956, 6.208375, 5.529335, 6.305381, 20.468237
658, 1710.707886, 18.528120, 6.014364, 5.917358, 6.790411, 19.013149
659, 1713.307739, 17.752073, 6.111370, 5.723346, 7.275440, 18.334108
660, 1715.907593, 16.005968, 6.499393, 6.014364, 7.469452, 18.140097
661, 1718.507446, 13.580821, 6.790411, 7.178434, 7.954481, 18.043091
662, 1721.107300, 13.095792, 6.693405, 9.118551, 9.215557, 17.267044
663, 1723.707153, 12.804774, 6.014364, 11.349687, 10.864657, 15.811956
664, 1726.307007, 12.610763, 5.432329, 12.901780, 12.416751, 13.871839
665, 1728.906860, 11.058669, 4.947299, 13.580821, 13.192798, 12.028728
666, 1731.506714, 8.827534, 5.238317, 13.968844, 12.998786, 10.185616
667, 1734.106567, 7.372446, 6.596399, 14.453874, 11.931722, 8.633522
668, 1736.706421, 6.208375, 8.342505, 15.229921, 10.573640, 7.178434
669, 1739.306274, 5.335323, 10.670646, 15.811956, 9.409569, 6.014364
670, 1741.906128, 4.559276, 12.804774, 16.005968, 7.857475, 4.753287
671, 1744.505981, 4.753287, 15.714951, 15.520939, 6.014364, 3.880235
672, 1747.105835, 6.693405, 18.916143, 15.423933, 4.947299, 3.395205
673, 1749.705688, 9.409569, 21.923326, 16.005968, 4.753287, 3.492211
674, 1752.305664, 13.192798, 23.863443, 17.267044, 5.238317, 3.783229
675, 1754.905518, 16.588003, 23.960449, 17.267044, 5.238317, 4.074246
676, 1757.505371, 19.789196, 23.087397, 16.005968, 5.723346, 4.171252
677, 1760.105225, 20.371231, 22.020332, 13.871839, 5.141311, 4.268258
678, 1762.705078, 18.722132, 21.341291, 10.767652, 5.141311, 4.171252
679, 1765.304932, 15.229921, 18.819138, 6.984422, 5.238317, 3.395205
680, 1767.904785, 12.319745, 14.162856, 3.686223, 7.469452, 2.425147
681, 1770.504639, 10.864657, 8.633522, 3.492211, 10.379628, 1.940117
682, 1773.104492, 10.767652, 5.141311, 6.693405, 12.998786, 2.716164
683, 1775.704346, 10.088610, 3.977241, 8.730528, 13.871839, 3.589217
684, 1778.304199, 8.730528, 3.977241, 9.021545, 13.483815, 4.074246
685, 1780.904053, 6.596399, 4.171252, 6.790411, 12.901780, 4.268258
686, 1783.503906, 5.917358, 5.626340, 7.275440, 13.192798, 5.044305
687, 1786.103760, 6.596399, 8.439510, 9.700586, 13.192798, 6.014364
688, 1788.703613, 8.051487, 11.640704, 14.841898, 12.901780, 6.887416
689, 1791.303467, 9.021545, 13.483815, 18.916143, 11.543698, 7.275440
690, 1793.903320, 10.379628, 14.356868, 19.983208, 10.185616, 7.178434
691, 1796.503174, 11.543698, 15.326927, 17.849079, 8.536516, 6.790411
692, 1799.103027, 12.125733, 16.588003, 13.871839, 7.178434, 6.790411
693, 1801.703003, 10.476634, 17.461056, 10.573640, 6.596399, 6.984422
694, 1804.302856, 8.439510, 17.170038, 8.148493, 6.693405, 7.566458
695, 1806.902710, 7.178434, 15.811956, 6.499393, 7.275440, 7.566458
696, 1809.502563, 6.887416, 13.677827, 5.432329, 7.275440, 7.857475
697, 1812.102417, 6.984422, 11.737710, 5.529335, 7.275440, 8.439510
698, 1814.702271, 7.081428, 9.603580, 6.111370, 7.081428, 9.506575
699, 1817.302124, 7.566458, 7.954481, 6.596399, 7.469452, 10.573640
700, 1819.901978, 8.342505, 6.014364, 6.014364, 7.954481, 11.931722
701, 1822.501831, 9.118551, 4.462270, 5.723346, 8.439510, 12.707768
702, 1825.101685, 9.118551, 3.589217, 4.947299, 8.827534, 13.871839
703, 1827.701538, 8.342505, 3.492211, 4.656281, 9.215557, 14.259862
704, 1830.301392, 7.857475, 4.559276, 3.977241, 9.021545, 14.744892
705, 1832.901245, 8.245499, 4.656281, 4.074246, 9.021545, 14.841898
706, 1835.501099, 8.924540, 4.462270, 4.171252, 10.185616, 14.744892
707, 1838.100952, 8.536516, 3.977241, 4.656281, 12.610763, 14.744892
708, 1840.700806, 7.663464, 4.171252, 4.850293, 14.453874, 14.259862
709, 1843.300659, 8.051487, 5.335323, 4.850293, 13.580821, 13.774833
710, 1845.900513, 9.894598, 7.081428, 4.656281, 12.222739, 12.707768
711, 1848.500366, 12.028728, 9.021545, 4.462270, 12.125733, 11.446692
712, 1851.100342, 12.610763, 11.543698, 4.850293, 14.065850, 10.282621
713, 1853.700195, 12.513757, 13.289804, 4.850293, 13.871839, 10.282621
714, 1856.300049, 12.513757, 14.744892, 4.753287, 11.931722, 10.282621
715, 1858.899902, 12.998786, 15.423933, 4.268258, 8.924540, 10.282621
716, 1861.499756, 13.774833, 14.841898, 4.171252, 7.372446, 10.282621
717, 1864.099609, 13.774833, 12.707768, 3.880235, 6.014364, 11.058669
718, 1866.699463, 13.192798, 9.118551, 3.395205, 5.141311, 12.028728
719, 1869.299316, 12.125733, 6.208375, 2.522152, 4.462270, 12.028728
720, 1871.899170, 11.349687, 4.656281, 2.522152, 4.365264, 11.931722
721, 1874.499023, 10.864657, 4.074246, 3.492211, 4.268258, 11.349687
722, 1877.098877, 10.185616, 4.462270, 5.238317, 4.268258, 11.931722
723, 1879.698730, 9.700586, 5.529335, 6.402387, 4.656281, 12.125733
724, 1882.298584, 9.506575, 6.887416, 6.790411, 5.335323, 12.610763
725, 1884.898438, 10.282621, 8.148493, 6.790411, 6.499393, 12.610763
726, 1887.498291, 10.767652, 8.439510, 6.790411, 7.469452, 12.125733
727, 1890.098145, 11.543698, 8.536516, 6.014364, 9.312563, 10.476634
728, 1892.697998, 12.416751, 8.439510, 5.335323, 11.737710, 8.342505
729, 1895.297852, 13.580821, 9.506575, 4.753287, 14.647886, 7.275440
730, 1897.897705, 14.065850, 10.864657, 4.947299, 15.811956, 7.954481
731, 1900.497681, 13.192798, 11.931722, 4.462270, 14.453874, 9.409569
732, 1903.097534, 11.543698, 11.252681, 3.783229, 10.864657, 10.670646
733, 1905.697388, 10.185616, 10.088610, 3.298199, 8.730528, 10.864657
734, 1908.297241, 9.409569, 8.342505, 3.589217, 8.342505, 10.670646
735, 1910.897095, 9.215557, 6.887416, 3.977241, 9.603580, 9.700586
736, 1913.496948, 8.245499, 6.111370, 4.268258, 9.021545, 8.730528
737, 1916.096802, 7.663464, 6.111370, 4.850293, 6.887416, 7.566458
738, 1918.696655, 7.760469, 6.887416, 6.208375, 4.268258, 6.596399
739, 1921.296509, 9.118551, 7.760469, 7.857475, 3.395205, 5.529335
740, 1923.896362, 10.767652, 9.700586, 9.021545, 3.977241, 4.850293
741, 1926.496216, 12.125733, 11.737710, 9.409569, 4.656281, 4.462270
742, 1929.096069, 13.192798, 13.483815, 9.700586, 4.753287, 4.462270
743, 1931.695923, 13.386809, 14.647886, 9.409569, 4.462270, 4.656281
744, 1934.295776, 13.289804, 15.908962, 9.021545, 4.365264, 5.044305
745, 1936.895630, 12.513757, 16.588003, 8.148493, 3.977241, 5.238317
746, 1939.495483, 11.446692, 16.588003, 7.954481, 4.074246, 5.529335
747, 1942.095337, 10.088610, 15.423933, 7.566458, 4.850293, 5.529335
748, 1944.695190, 8.730528, 15.520939, 7.275440, 6.402387, 6.014364
749, 1947.295044, 7.372446, 15.229921, 6.887416, 8.051487, 6.305381
750, 1949.895020, 5.820352, 14.841898, 7.275440, 8.924540, 6.693405
751, 1952.494873, 4.656281, 11.446692, 7.469452, 9.700586, 6.887416
752, 1955.094727, 3.783229, 9.021545, 7.469452, 10.088610, 7.178434
753, 1957.694580, 3.298199, 7.566458, 7.275440, 10.185616, 7.469452
754, 1960.294434, 2.813170, 8.245499, 7.081428, 9.409569, 8.148493
755, 1962.894287, 2.716164, 8.730528, 7.178434, 8.245499, 9.312563
756, 1965.494141, 2.716164, 7.954481, 6.402387, 7.178434, 11.349687
757, 1968.093994, 2.716164, 6.790411, 5.723346, 6.693405, 12.998786
758, 1970.693848, 2.619159, 5.238317, 5.529335, 6.887416, 14.065850
759, 1973.293701, 2.619159, 4.753287, 6.790411, 7.178434, 14.356868
760, 1975.893555, 3.007182, 4.753287, 8.730528, 7.566458, 14.162856
761, 1978.493408, 3.686223, 4.656281, 10.379628, 7.857475, 13.871839
762, 1981.093262, 4.365264, 4.462270, 11.446692, 8.051487, 12.707768
763, 1983.693115, 5.044305, 4.171252, 11.446692, 8.051487, 11.155675
764, 1986.292969, 5.820352, 4.365264, 10.670646, 7.857475, 9.312563
765, 1988.892822, 6.499393, 4.656281, 9.021545, 7.469452, 7.857475
766, 1991.492676, 7.469452, 4.947299, 6.887416, 6.887416, 6.790411
767, 1994.092529, 8.342505, 5.044305, 4.850293, 6.305381, 5.626340
768, 1996.692383, 9.312563, 5.044305, 3.686223, 5.529335, 4.656281
769, 1999.292358, 9.991604, 5.917358, 3.492211, 4.850293, 3.880235
770, 2001.892212, 11.058669, 7.760469, 3.880235, 4.268258, 3.104188
771, 2004.492065, 12.028728, 10.379628, 4.171252, 4.074246, 2.522152
772, 2007.091919, 12.610763, 12.416751, 4.171252, 3.686223, 2.134129
773, 2009.691772, 12.707768, 13.386809, 3.783229, 3.104188, 2.134129
774, 2012.291626, 12.319745, 13.289804, 3.298199, 3.104188, 2.134129
775, 2014.891479, 13.095792, 12.416751, 3.104188, 3.298199, 2.134129
776, 2017.491333, 15.326927, 10.282621, 3.395205, 4.753287, 2.134129
777, 2020.091187, 19.595184, 7.954481, 4.559276, 6.111370, 2.134129
778, 2022.691040, 22.505362, 6.208375, 5.626340, 7.857475, 2.522152
779, 2025.290894, 23.766438, 5.723346, 6.402387, 8.827534, 3.104188
780, 2027.890747, 21.826321, 5.432329, 6.402387, 9.603580, 3.783229
781, 2030.490601, 18.722132, 4.947299, 6.402387, 9.894598, 4.171252
782, 2033.090454, 14.259862, 4.365264, 6.499393, 10.185616, 4.559276
783, 2035.690308, 10.282621, 3.589217, 6.014364, 9.797592, 4.850293
784, 2038.290161, 7.857475, 2.910176, 4.947299, 9.409569, 5.044305
785, 2040.890015, 7.857475, 2.328141, 3.201194, 8.342505, 5.141311
786, 2043.489868, 9.118551, 2.328141, 2.037123, 7.760469, 5.626340
787, 2046.089844, 9.312563, 2.619159, 1.649100, 7.372446, 6.208375
788, 2048.689697, 8.536516, 2.716164, 1.746106, 7.954481, 7.178434
789, 2051.289551, 8.148493, 3.201194, 1.746106, 8.439510, 7.954481
790, 2053.889404, 8.730528, 4.365264, 1.940117, 9.312563, 8.924540
791, 2056.489258, 9.894598, 5.529335, 3.104188, 9.894598, 9.506575
792, 2059.089111, 9.700586, 5.335323, 5.238317, 10.282621, 10.767652
793, 2061.688965, 9.118551, 3.880235, 7.566458, 9.603580, 11.737710
794, 2064.288818, 8.148493, 2.910176, 10.185616, 8.439510, 12.998786
795, 2066.888672, 7.954481, 2.910176, 12.610763, 7.469452, 12.513757
796, 2069.488525, 8.342505, 3.395205, 15.326927, 6.984422, 12.416751
797, 2072.088379, 8.730528, 2.716164, 17.170038, 6.984422, 11.543698
798, 2074.688232, 9.021545, 2.425147, 17.849079, 7.081428, 11.252681
799, 2077.288086, 8.439510, 2.716164, 16.976027, 7.760469, 10.185616
800, 2079.887939, 7.663464, 3.977241, 15.035910, 9.215557, 9.312563
801, 2082.487793, 6.887416, 5.238317, 12.804774, 10.379628, 8.730528
802, 2085.087646, 5.820352, 6.111370, 10.088610, 10.864657, 8.245499
803, 2087.687500, 4.462270, 6.790411, 7.372446, 11.155675, 8.245499
804, 2090.287354, 3.104188, 7.081428, 4.850293, 12.222739, 7.857475
805, 2092.887207, 2.716164, 7.275440, 3.395205, 13.774833, 7.566458
806, 2095.487061, 2.910176, 7.663464, 2.716164, 14.744892, 6.111370
807, 2098.086914, 3.201194, 7.954481, 2.716164, 14.647886, 5.044305
808, 2100.686768, 3.492211, 8.439510, 3.201194, 13.968844, 4.559276
809, 2103.286621, 3.880235, 9.021545, 4.074246, 12.028728, 4.462270
810, 2105.886475, 4.947299, 9.700586, 5.141311, 10.282621, 4.753287
811, 2108.486328, 5.917358, 9.894598, 5.917358, 8.342505, 5.335323
812, 2111.086182, 6.887416, 10.185616, 6.499393, 7.275440, 6.208375
813, 2113.686035, 6.887416, 10.282621, 6.208375, 5.917358, 7.178434
814, 2116.285889, 6.887416, 11.252681, 5.432329, 5.044305, 7.954481
815, 2118.885742, 6.596399, 12.222739, 4.171252, 4.462270, 8.633522
816, 2121.485840, 5.820352, 13.289804, 4.171252, 5.238317, 9.118551
817, 2124.085693, 5.044305, 13.871839, 4.559276, 6.402387, 8.633522
818, 2126.685547, 4.559276, 14.065850, 5.529335, 7.954481, 7.566458
819, 2129.285400, 5.044305, 13.774833, 4.947299, 9.021545, 5.626340
820, 2131.885254, 5.723346, 12.416751, 4.171252, 10.185616, 3.686223
821, 2134.485107, 6.111370, 10.573640, 2.619159, 10.961663, 2.328141
822, 2137.084961, 6.402387, 9.215557, 2.910176, 11.446692, 2.425147
823, 2139.684814, 6.402387, 8.439510, 3.977241, 10.379628, 3.492211
824, 2142.284668, 6.402387, 8.245499, 5.529335, 9.797592, 4.947299
825, 2144.884521, 6.596399, 8.051487, 6.596399, 9.506575, 6.014364
826, 2147.484375, 6.887416, 8.148493, 7.663464, 9.991604, 6.499393
827, 2150.084229, 7.275440, 8.245499, 8.730528, 9.021545, 6.305381
828, 2152.684082, 7.566458, 8.342505, 9.991604, 8.342505, 6.305381
829, 2155.283936, 7.566458, 8.536516, 11.155675, 7.760469, 6.499393
830, 2157.883789, 7.663464, 9.312563, 12.901780, 8.439510, 7.372446
831, 2160.483643, 6.693405, 10.282621, 15.617945, 9.021545, 8.245499
832, 2163.083496, 6.111370, 11.543698, 19.498178, 9.991604, 9.312563
833, 2165.683350, 5.820352, 12.707768, 23.378414, 10.476634, 9.312563
834, 2168.283203, 7.081428, 13.483815, 26.967630, 10.379628, 10.185616
835, 2170.883057, 8.148493, 13.871839, 29.101761, 9.215557, 11.640704
836, 2173.482910, 9.021545, 14.162856, 30.168825, 7.954481, 14.259862
837, 2176.082764, 9.215557, 14.065850, 30.071819, 6.887416, 14.453874
838, 2178.682617, 9.215557, 13.386809, 29.198767, 6.305381, 13.386809
839, 2181.282471, 8.633522, 11.834716, 27.840683, 6.014364, 11.931722
840, 2183.882324, 7.663464, 10.088610, 25.900566, 6.014364, 11.640704
841, 2186.482178, 6.499393, 9.021545, 23.572426, 6.305381, 13.192798
842, 2189.082031, 5.723346, 9.409569, 21.050274, 6.596399, 14.841898
843, 2191.681885, 5.238317, 11.349687, 18.140097, 6.887416, 16.490997
844, 2194.281738, 6.014364, 13.677827, 15.811956, 7.469452, 16.005968
845, 2196.881592, 8.439510, 15.714951, 13.968844, 8.245499, 14.841898
846, 2199.481445, 12.707768, 16.879021, 12.804774, 9.215557, 12.998786
847, 2202.081299, 17.558062, 17.655067, 12.125733, 9.991604, 11.543698
848, 2204.681152, 22.699373, 18.916143, 11.737710, 10.573640, 10.476634
849, 2207.281006, 27.840683, 20.662249, 11.446692, 10.961663, 9.603580
850, 2209.880859, 32.981995, 21.826321, 11.349687, 11.640704, 9.215557
851, 2212.480713, 37.153248, 21.535303, 11.543698, 11.737710, 9.312563
852, 2215.080566, 39.675400, 19.886202, 11.640704, 12.513757, 10.476634
853, 2217.680420, 40.742462, 18.140097, 10.670646, 13.483815, 12.125733
854, 2220.280518, 40.257435, 16.782015, 8.342505, 14.647886, 13.095792
855, 2222.880371, 38.802345, 15.908962, 7.081428, 14.356868, 13.192798
856, 2225.480225, 36.862228, 14.550880, 6.887416, 12.901780, 12.513757
857, 2228.080078, 34.534088, 13.192798, 8.148493, 11.640704, 11.543698
858, 2230.679932, 32.205948, 12.028728, 7.954481, 10.282621, 10.379628
859, 2233.279785, 29.489784, 11.058669, 6.887416, 9.215557, 9.215557
860, 2235.879639, 27.161642, 10.379628, 5.238317, 7.954481, 8.148493
861, 2238.479492, 24.736496, 9.991604, 4.656281, 7.954481, 7.081428
862, 2241.079346, 22.311350, 9.506575, 5.141311, 8.633522, 6.402387
863, 2243.679199, 19.789196, 9.215557, 6.014364, 9.603580, 5.626340
864, 2246.279053, 17.461056, 8.827534, 6.596399, 10.476634, 5.335323
865, 2248.878906, 15.132915, 8.827534, 7.178434, 11.543698, 5.044305
866, 2251.478760, 12.707768, 8.730528, 7.857475, 13.192798, 5.044305
867, 2254.078613, 10.282621, 8.342505, 8.051487, 14.647886, 4.947299
868, 2256.678467, 8.148493, 7.857475, 7.566458, 16.296986, 4.947299
869, 2259.278320, 6.790411, 7.275440, 6.887416, 17.073032, 5.529335
870, 2261.878174, 5.820352, 7.081428, 6.790411, 17.364050, 6.111370
871, 2264.478027, 5.335323, 7.081428, 7.178434, 16.685009, 6.887416
872, 2267.077881, 5.044305, 7.469452, 7.663464, 15.617945, 7.663464
873, 2269.677734, 5.044305, 7.857475, 7.663464, 14.162856, 8.924540
874, 2272.277588, 5.529335, 8.245499, 7.178434, 12.416751, 10.282621
875, 2274.877441, 5.723346, 8.439510, 6.499393, 10.670646, 11.349687
876, 2277.477295, 5.529335, 8.633522, 6.111370, 8.633522, 11.834716
877, 2280.077148, 4.850293, 8.730528, 5.820352, 7.081428, 11.834716
878, 2282.677002, 4.656281, 8.439510, 5.529335, 6.111370, 10.864657
879, 2285.276855, 4.656281, 7.760469, 4.656281, 6.208375, 9.409569
880, 2287.876709, 4.656281, 6.984422, 4.171252, 7.275440, 8.245499
881, 2290.476563, 4.462270, 6.305381, 4.171252, 9.021545, 8.342505
882, 2293.076416, 5.044305, 5.820352, 5.626340, 11.252681, 9.312563
883, 2295.676270, 5.723346, 5.238317, 7.178434, 13.580821, 9.312563
884, 2298.276123, 6.402387, 4.947299, 9.215557, 16.005968, 9.021545
885, 2300.875977, 5.723346, 4.850293, 11.543698, 18.334108, 8.439510
886, 2303.475830, 4.947299, 4.947299, 14.938904, 20.371231, 9.312563
887, 2306.075684, 4.171252, 5.820352, 18.528120, 21.632309, 9.797592
888, 2308.675537, 4.074246, 7.178434, 21.632309, 21.826321, 10.088610
889, 2311.275391, 4.171252, 9.118551, 23.766438, 21.244286, 9.700586
890, 2313.875244, 4.753287, 11.058669, 25.997572, 20.371231, 10.379628
891, 2316.475098, 5.529335, 13.677827, 29.295773, 19.498178, 10.961663
892, 2319.075195, 6.305381, 16.879021, 34.728100, 19.595184, 11.931722
893, 2321.675049, 6.790411, 20.177219, 41.421505, 20.759256, 12.707768
894, 2324.274902, 6.984422, 22.990391, 47.726887, 23.281408, 14.162856
895, 2326.874756, 6.887416, 23.669432, 52.965202, 26.676613, 16.005968
896, 2329.474609, 7.081428, 22.214344, 56.263401, 31.429901, 18.819138
897, 2332.074463, 7.469452, 19.207161, 57.815495, 37.444263, 22.020332
898, 2334.674316, 8.148493, 15.714951, 57.136456, 43.846653, 25.415537
899, 2337.274170, 7.954481, 11.543698, 53.935261, 50.152035, 28.034695
900, 2339.874023, 7.469452, 7.081428, 48.308922, 53.547237, 28.713736
901, 2342.473877, 6.693405, 3.589217, 40.257435, 53.062210, 26.676613
902, 2345.073730, 6.693405, 2.522152, 31.332895, 48.211914, 22.117338
903, 2347.673584, 6.499393, 1.940117, 22.699373, 41.130486, 17.073032
904, 2350.273438, 6.014364, 1.843112, 15.908962, 33.273014, 12.804774
905, 2352.873291, 5.044305, 1.843112, 10.379628, 26.094578, 10.379628
906, 2355.473145, 4.559276, 3.686223, 6.305381, 19.983208, 8.148493
907, 2358.072998, 4.753287, 5.723346, 2.910176, 15.326927, 5.723346
908, 2360.672852, 5.335323, 7.663464, 1.164070, 12.319745, 3.298199
909, 2363.272705, 6.208375, 9.215557, 0.388023, 10.767652, 2.522152
910, 2365.872559, 6.499393, 10.767652, 0.582035, 10.379628, 2.425147
911, 2368.472412, 6.693405, 11.640704, 0.679041, 10.379628, 2.231135
912, 2371.072266, 6.402387, 11.834716, 0.582035, 10.282621, 1.455088
913, 2373.672119, 6.111370, 11.058669, 0.679041, 10.088610, 1.067065
914, 2376.271973, 5.820352, 9.991604, 1.164070, 9.894598, 1.067065
915, 2378.871826, 5.820352, 8.439510, 2.522152, 9.991604, 1.164070
916, 2381.471680, 5.626340, 6.790411, 3.492211, 10.088610, 1.261076
917, 2384.071533, 5.141311, 5.238317, 4.268258, 9.894598, 1.164070
918, 2386.671387, 4.656281, 4.074246, 4.171252, 9.506575, 0.970059
919, 2389.271240, 4.462270, 3.298199, 4.074246, 9.312563, 0.970059
920, 2391.871094, 4.850293, 2.910176, 3.686223, 9.215557, 1.164070
921, 2394.470947, 5.529335, 2.716164, 3.298199, 8.730528, 1.358082
922, 2397.070801, 6.305381, 2.910176, 2.716164, 8.439510, 1.552094
923, 2399.670654, 6.887416, 3.104188, 2.328141, 7.760469, 2.037123
924, 2402.270508, 7.275440, 3.298199, 1.940117, 7.566458, 3.007182
925, 2404.870361, 7.178434, 3.298199, 1.940117, 6.790411, 3.686223
926, 2407.470215, 6.111370, 3.298199, 1.746106, 6.014364, 4.462270
927, 2410.070068, 5.723346, 3.492211, 1.358082, 4.753287, 4.462270
928, 2412.669922, 6.499393, 3.686223, 0.679041, 3.686223, 4.365264
929, 2415.269775, 8.536516, 3.977241, 0.097006, 3.201194, 3.880235
930, 2417.869873, 10.379628, 3.492211, 0.000000, 3.395205, 3.589217
931, 2420.469727, 12.513757, 3.395205, 0.000000, 3.977241, 3.492211
932, 2423.069580, 16.005968, 3.686223, 0.000000, 4.753287, 5.917358
933, 2425.669434, 20.274225, 4.850293, 0.485029, 5.529335, 9.894598
934, 2428.269287, 22.893385, 5.917358, 1.843112, 6.790411, 15.035910
935, 2430.869141, 21.826321, 6.693405, 3.589217, 7.857475, 16.490997
936, 2433.468994, 17.461056, 7.275440, 4.753287, 8.924540, 14.744892
937, 2436.068848, 12.901780, 8.051487, 5.238317, 9.700586, 10.961663
938, 2438.668701, 10.767652, 9.118551, 5.044305, 9.797592, 8.342505
939, 2441.268555, 10.573640, 9.215557, 4.753287, 9.215557, 7.566458
940, 2443.868408, 10.961663, 8.148493, 4.268258, 8.633522, 7.469452
941, 2446.468262, 10.088610, 5.820352, 4.171252, 8.148493, 6.693405
942, 2449.068115, 8.730528, 4.753287, 3.880235, 7.857475, 5.238317
943, 2451.667969, 7.760469, 4.559276, 4.074246, 7.081428, 4.268258
944, 2454.267822, 7.081428, 4.850293, 4.947299, 8.730528, 4.462270
945, 2456.867676, 6.596399, 5.044305, 6.111370, 12.028728, 5.529335
946, 2459.467529, 6.111370, 5.917358, 6.111370, 16.588003, 6.790411
947, 2462.067383, 6.499393, 7.178434, 5.335323, 19.110155, 8.051487
948, 2464.667236, 7.566458, 8.730528, 3.783229, 20.759256, 9.603580
949, 2467.267090, 8.439510, 10.185616, 3.007182, 22.602367, 10.573640
950, 2469.866943, 6.984422, 11.349687, 2.328141, 25.124519, 10.670646
951, 2472.466797, 5.141311, 10.864657, 2.425147, 26.676613, 9.409569
952, 2475.066650, 2.910176, 10.379628, 3.201194, 26.385595, 8.730528
953, 2477.666504, 2.134129, 9.991604, 5.238317, 24.154461, 8.245499
954, 2480.266357, 1.552094, 10.379628, 8.051487, 21.341291, 7.954481
955, 2482.866211, 1.940117, 9.894598, 10.767652, 18.237103, 6.887416
956, 2485.466064, 2.716164, 9.409569, 12.513757, 15.326927, 5.335323
957, 2488.065918, 3.589217, 8.633522, 13.483815, 11.931722, 3.977241
958, 2490.665771, 4.171252, 8.439510, 13.289804, 9.021545, 2.522152
959, 2493.265625, 4.365264, 7.663464, 11.349687, 6.402387, 1.455088
